timestamp,open,high,low,close,volume,datetime_utc
1769904000000,78741.1,79424.0,78644.09,79089.36,929.5328,2026-02-01 00:00:00+00:00
1769905800000,79089.37,79225.99,78745.0,78902.31,808.49318,2026-02-01 00:30:00+00:00
1769907600000,78902.31,78943.62,78388.56,78834.31,748.59735,2026-02-01 01:00:00+00:00
1769909400000,78834.31,78872.43,78284.0,78532.17,414.50349,2026-02-01 01:30:00+00:00
1769911200000,78532.32,78899.71,78378.0,78630.0,408.81118,2026-02-01 02:00:00+00:00
1769913000000,78630.0,79060.44,78612.6,78900.01,354.13351,2026-02-01 02:30:00+00:00
1769914800000,78900.01,79008.36,78666.73,78742.93,313.36837,2026-02-01 03:00:00+00:00
1769916600000,78742.93,78916.47,78686.0,78868.28,280.94196,2026-02-01 03:30:00+00:00
1769918400000,78868.29,79119.3,78720.97,78931.67,274.43073,2026-02-01 04:00:00+00:00
1769920200000,78931.68,79061.4,78916.6,78971.75,166.61115,2026-02-01 04:30:00+00:00
1769922000000,78973.22,79006.0,78735.69,78950.01,473.60279,2026-02-01 05:00:00+00:00
1769923800000,78950.0,78953.28,78527.13,78620.91,271.14001,2026-02-01 05:30:00+00:00
1769925600000,78620.9,78824.1,78608.0,78710.47,211.80413,2026-02-01 06:00:00+00:00
1769927400000,78710.47,78786.0,78266.63,78300.0,356.81993,2026-02-01 06:30:00+00:00
1769929200000,78300.01,78359.99,77967.69,78212.25,480.57817,2026-02-01 07:00:00+00:00
1769931000000,78212.24,78724.01,78184.0,78343.0,328.16729,2026-02-01 07:30:00+00:00
1769932800000,78343.0,78532.0,78252.64,78500.53,248.51011,2026-02-01 08:00:00+00:00
1769934600000,78500.52,78863.0,78468.43,78604.02,319.21378,2026-02-01 08:30:00+00:00
1769936400000,78604.02,78840.0,78551.15,78681.42,230.80395,2026-02-01 09:00:00+00:00
1769938200000,78681.41,79136.1,78679.67,79034.45,248.95834,2026-02-01 09:30:00+00:00
1769940000000,79034.45,79220.72,78886.78,79020.27,270.39366,2026-02-01 10:00:00+00:00
1769941800000,79020.27,79034.88,78148.1,78279.73,593.04199,2026-02-01 10:30:00+00:00
1769943600000,78279.73,78514.65,78279.72,78414.91,260.42345,2026-02-01 11:00:00+00:00
1769945400000,78414.92,78877.89,78414.92,78743.56,278.96311,2026-02-01 11:30:00+00:00
1769947200000,78743.57,78760.0,78244.0,78446.68,395.85289,2026-02-01 12:00:00+00:00
1769949000000,78446.67,78667.15,78357.11,78459.67,225.0544,2026-02-01 12:30:00+00:00
1769950800000,78459.68,78768.68,78459.68,78687.14,192.97879,2026-02-01 13:00:00+00:00
1769952600000,78687.14,78695.51,78203.21,78317.51,289.49553,2026-02-01 13:30:00+00:00
1769954400000,78317.51,78440.0,77816.24,77849.34,571.60169,2026-02-01 14:00:00+00:00
1769956200000,77849.34,78520.0,77236.68,78211.12,1086.76909,2026-02-01 14:30:00+00:00
1769958000000,78211.12,78254.2,76931.25,76984.0,1074.84036,2026-02-01 15:00:00+00:00
1769959800000,76984.0,77859.59,76761.98,77593.4,971.03731,2026-02-01 15:30:00+00:00
1769961600000,77593.4,77838.48,77087.76,77534.17,665.93736,2026-02-01 16:00:00+00:00
1769963400000,77534.17,77750.0,77134.38,77494.77,418.636,2026-02-01 16:30:00+00:00
1769965200000,77494.77,77748.0,77338.0,77556.45,302.15906,2026-02-01 17:00:00+00:00
1769967000000,77556.46,77745.32,77300.0,77745.32,247.66421,2026-02-01 17:30:00+00:00
1769968800000,77745.33,78443.1,77728.36,78155.34,564.85331,2026-02-01 18:00:00+00:00
1769970600000,78155.33,78188.0,77727.27,78029.28,226.78301,2026-02-01 18:30:00+00:00
1769972400000,78029.29,78106.1,77607.32,77700.0,175.47329,2026-02-01 19:00:00+00:00
1769974200000,77700.0,77799.02,77000.01,77174.78,282.0246,2026-02-01 19:30:00+00:00
1769976000000,77174.77,77431.46,76606.0,76688.74,580.4423,2026-02-01 20:00:00+00:00
1769977800000,76688.75,77740.91,76688.75,77103.04,545.27652,2026-02-01 20:30:00+00:00
1769979600000,77103.04,77128.49,76461.39,76991.87,730.18123,2026-02-01 21:00:00+00:00
1769981400000,76991.88,77161.26,76359.87,76526.03,491.42467,2026-02-01 21:30:00+00:00
1769983200000,76526.03,77779.63,76456.78,77196.21,853.91151,2026-02-01 22:00:00+00:00
1769985000000,77196.21,77611.22,77154.0,77249.31,381.22167,2026-02-01 22:30:00+00:00
1769986800000,77249.31,77338.0,75700.0,76800.9,3938.79382,2026-02-01 23:00:00+00:00
1769988600000,76800.9,77610.72,76706.59,76968.21,911.22463,2026-02-01 23:30:00+00:00
1769990400000,76968.22,78083.45,76606.39,77932.2,1321.59165,2026-02-02 00:00:00+00:00
1769992200000,77932.21,78231.26,77486.69,77672.61,638.56888,2026-02-02 00:30:00+00:00
1769994000000,77672.61,77942.28,76619.69,77773.57,837.02465,2026-02-02 01:00:00+00:00
1769995800000,77773.58,77836.0,77374.81,77518.87,400.99759,2026-02-02 01:30:00+00:00
1769997600000,77518.87,77555.62,76972.24,77124.38,486.5294,2026-02-02 02:00:00+00:00
1769999400000,77124.38,77250.81,76449.84,76491.17,919.65224,2026-02-02 02:30:00+00:00
1770001200000,76491.18,76575.93,75059.47,75102.92,3009.2033,2026-02-02 03:00:00+00:00
1770003000000,75102.92,76458.81,74604.0,76292.98,3836.19796,2026-02-02 03:30:00+00:00
1770004800000,76292.98,76512.32,75335.9,76481.93,1571.18447,2026-02-02 04:00:00+00:00
1770006600000,76481.93,76621.28,75785.81,75894.15,815.85112,2026-02-02 04:30:00+00:00
1770008400000,75894.15,75999.99,74926.77,75088.0,1237.06295,2026-02-02 05:00:00+00:00
1770010200000,75087.99,75681.58,74911.14,75502.1,1090.49719,2026-02-02 05:30:00+00:00
1770012000000,75502.1,76083.59,75160.1,75703.59,1246.98189,2026-02-02 06:00:00+00:00
1770013800000,75703.59,76834.71,74957.51,76549.32,1960.29036,2026-02-02 06:30:00+00:00
